_ws.col.No.,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Src_port,_ws.col.Dst_port,_ws.col.Delta_time,_ws.col.TTL
"1664","23881.206689","172.20.10.2","47.100.95.105","TCP","66","48292","13531","52.278173","64"
"1665","23881.439585","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.232896","49"
"1666","23900.177474","47.100.95.105","172.20.10.2","TCP","444","13531","48292","18.737889","49"
"1667","23900.177601","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000127","64"
"1668","23936.121794","47.100.95.105","172.20.10.2","TCP","444","13531","48292","35.944193","49"
"1669","23936.121935","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000141","64"
"1670","23986.166686","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.044751","64"
"1671","23986.414533","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.247847","49"
"1672","24004.011177","47.100.95.105","172.20.10.2","TCP","444","13531","48292","17.596644","49"
"1673","24004.011313","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000136","64"
"1674","24054.646682","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.635369","64"
"1675","24054.960168","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.313486","49"
"1676","24074.360621","47.100.95.105","172.20.10.2","TCP","444","13531","48292","19.400453","49"
"1677","24074.360758","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000137","64"
"1678","24096.460306","172.20.10.2","47.100.95.105","TCP","247","48292","13531","22.099548","64"
"1679","24096.683043","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.222737","49"
"1680","24096.683228","47.100.95.105","172.20.10.2","TCP","129","13531","48292","0.000185","49"
"1681","24096.683284","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000056","64"
"1682","24146.806684","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.123400","64"
"1683","24147.019082","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.212398","49"
"1684","24197.241414","47.100.95.105","172.20.10.2","TCP","444","13531","48292","50.222332","49"
"1685","24197.241559","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000145","64"
"1686","24249.846677","172.20.10.2","47.100.95.105","TCP","66","48292","13531","52.605118","64"
"1687","24250.055900","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.209223","49"
"1688","24301.046687","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.990787","64"
"1689","24301.256018","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.209331","49"
"1690","24321.351974","47.100.95.105","172.20.10.2","TCP","444","13531","48292","20.095956","49"
"1691","24321.352110","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000136","64"
"1692","24371.446699","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.094589","64"
"1693","24371.657519","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.210820","49"
"1694","24408.208264","47.100.95.105","172.20.10.2","TCP","444","13531","48292","36.550745","49"
"1695","24408.208388","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000124","64"
"1696","24458.486678","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.278290","64"
"1697","24458.881007","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.394329","49"
"1698","24510.966767","172.20.10.2","47.100.95.105","TCP","66","48292","13531","52.085760","64"
"1699","24511.182190","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.215423","49"
"1700","24533.947073","47.100.95.105","172.20.10.2","TCP","444","13531","48292","22.764883","49"
"1701","24533.947187","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000114","64"
"1702","24546.531677","47.100.95.105","172.20.10.2","TCP","444","13531","48292","12.584490","49"
"1703","24546.531791","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000114","64"
"1704","24596.726676","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.194885","64"
"1705","24596.827739","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.101063","49"
"1706","24616.461776","172.20.10.2","47.100.95.105","TCP","247","48292","13531","19.634037","64"
"1707","24616.682253","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.220477","49"
"1708","24616.687919","47.100.95.105","172.20.10.2","TCP","129","13531","48292","0.005666","49"
"1709","24616.688034","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000115","64"
"1710","24667.126685","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.438651","64"
"1711","24667.329858","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.203173","49"
"1712","24668.518193","47.100.95.105","172.20.10.2","TCP","444","13531","48292","1.188335","49"
"1713","24668.518344","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000151","64"
"1714","24720.886678","172.20.10.2","47.100.95.105","TCP","66","48292","13531","52.368334","64"
"1715","24721.108917","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.222239","49"
"1716","24772.096702","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.987785","64"
"1717","24772.320791","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.224089","49"
"1718","24795.049926","47.100.95.105","172.20.10.2","TCP","444","13531","48292","22.729135","49"
"1719","24795.050069","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000143","64"
"1720","24811.303169","172.20.10.2","47.100.95.105","TCP","247","48292","13531","16.253100","64"
"1721","24811.536215","47.100.95.105","172.20.10.2","TCP","129","13531","48292","0.233046","49"
"1722","24811.536371","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000156","64"
"1723","24820.548088","47.100.95.105","172.20.10.2","TCP","444","13531","48292","9.011717","49"
"1724","24820.548226","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000138","64"
"1725","24820.609938","47.100.95.105","172.20.10.2","TCP","444","13531","48292","0.061712","49"
"1726","24820.610041","172.20.10.2","47.100.95.105","TCP","78","48292","13531","0.000103","64"
"1727","24874.486672","172.20.10.2","47.100.95.105","TCP","66","48292","13531","53.876631","64"
"1728","24874.696365","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.209693","49"
"1729","24925.686712","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.990347","64"
"1730","24925.906511","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.219799","49"
"1731","24942.196194","47.100.95.105","172.20.10.2","TCP","444","13531","48292","16.289683","49"
"1732","24942.196325","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000131","64"
"1733","24987.047159","47.100.95.105","172.20.10.2","TCP","444","13531","48292","44.850834","49"
"1734","24987.047292","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000133","64"
"1735","25016.537820","47.100.95.105","172.20.10.2","TCP","444","13531","48292","29.490528","49"
"1736","25016.537932","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000112","64"
"1737","25056.165337","47.100.95.105","172.20.10.2","TCP","444","13531","48292","39.627405","49"
"1738","25056.165479","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000142","64"
"1739","25064.157050","47.100.95.105","172.20.10.2","TCP","444","13531","48292","7.991571","49"
"1740","25064.157161","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000111","64"
"1741","25115.126705","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.969544","64"
"1742","25115.333325","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.206620","49"
"1743","25166.326710","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.993385","64"
"1744","25166.531100","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.204390","49"
"1745","25185.157103","47.100.95.105","172.20.10.2","TCP","444","13531","48292","18.626003","49"
"1746","25185.157233","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000130","64"
"1747","25213.447987","47.100.95.105","172.20.10.2","TCP","444","13531","48292","28.290754","49"
"1748","25213.448087","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000100","64"
"1749","25238.946734","47.100.95.105","172.20.10.2","TCP","444","13531","48292","25.498647","49"
"1750","25238.946846","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000112","64"
"1751","25280.110260","47.100.95.105","172.20.10.2","TCP","444","13531","48292","41.163414","49"
"1752","25280.110409","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000149","64"
"1753","25330.166691","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.056282","64"
"1754","25330.262526","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.095835","49"
"1755","25375.964998","47.100.95.105","172.20.10.2","TCP","444","13531","48292","45.702472","49"
"1756","25375.965148","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000150","64"
"1757","25427.446681","172.20.10.2","47.100.95.105","TCP","66","48292","13531","51.481533","64"
"1758","25427.658438","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.211757","49"
"1759","25455.827489","47.100.95.105","172.20.10.2","TCP","444","13531","48292","28.169051","49"
"1760","25455.827604","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000115","64"
"1761","25506.166689","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.339085","64"
"1762","25506.377366","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.210677","49"
"1763","25560.566681","172.20.10.2","47.100.95.105","TCP","66","48292","13531","54.189315","64"
"1764","25560.772565","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.205884","49"
"1765","25582.111770","47.100.95.105","172.20.10.2","TCP","444","13531","48292","21.339205","49"
"1766","25582.111907","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000137","64"
"1767","25624.479830","47.100.95.105","172.20.10.2","TCP","444","13531","48292","42.367923","49"
"1768","25624.479961","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000131","64"
"1769","25648.748634","47.100.95.105","172.20.10.2","TCP","444","13531","48292","24.268673","49"
"1770","25648.748778","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000144","64"
"1771","25698.806700","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.057922","64"
"1772","25699.034883","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.228183","49"
"1773","25750.006655","172.20.10.2","47.100.95.105","TCP","66","48292","13531","50.971772","64"
"1774","25750.230567","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.223912","49"
"1775","25771.953651","47.100.95.105","172.20.10.2","TCP","444","13531","48292","21.723084","49"
"1776","25771.953787","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000136","64"
"1777","25795.897160","47.100.95.105","172.20.10.2","TCP","444","13531","48292","23.943373","49"
"1778","25795.897280","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000120","64"
"1779","25847.286703","172.20.10.2","47.100.95.105","TCP","66","48292","13531","51.389423","64"
"1780","25847.421258","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.134555","49"
"1781","25898.486680","172.20.10.2","47.100.95.105","TCP","66","48292","13531","51.065422","64"
"1782","25898.777573","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.290893","49"
"1783","25921.234944","47.100.95.105","172.20.10.2","TCP","444","13531","48292","22.457371","49"
"1784","25921.235079","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000135","64"
"1785","25947.040863","47.100.95.105","172.20.10.2","TCP","444","13531","48292","25.805784","49"
"1786","25947.040964","172.20.10.2","47.100.95.105","TCP","66","48292","13531","0.000101","64"
"1787","26000.886679","172.20.10.2","47.100.95.105","TCP","66","48292","13531","53.845715","64"
"1788","26001.108808","47.100.95.105","172.20.10.2","TCP","66","13531","48292","0.222129","49"
"1789","26014.930953","47.100.95.105","172.20.10.2","TCP","66","13531","48292","13.822145","49"
"1790","26014.937637","172.20.10.2","47.100.95.105","TCP","74","48294","13531","0.006684","64"
"1791","26015.027448","47.100.95.105","172.20.10.2","TCP","74","13531","48294","0.089811","49"
"1792","26015.027613","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000165","64"
"1793","26015.027971","172.20.10.2","47.100.95.105","TCP","171","48294","13531","0.000358","64"
"1794","26015.118556","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.090585","49"
"1795","26015.119943","47.100.95.105","172.20.10.2","TCP","484","13531","48294","0.001387","49"
"1796","26015.120054","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000111","64"
"1797","26038.278153","47.100.95.105","172.20.10.2","TCP","444","13531","48294","23.158099","49"
"1798","26038.278292","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000139","64"
"1799","26038.334537","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.056245","49"
"1800","26038.334655","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000118","64"
"1801","26038.887653","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.552998","49"
"1802","26038.887769","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000116","64"
"1803","26089.206661","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.318892","64"
"1804","26089.464214","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.257553","49"
"1805","26144.256673","172.20.10.2","47.100.95.105","TCP","66","48294","13531","54.792459","64"
"1806","26144.474571","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.217898","49"
"1807","26160.544003","47.100.95.105","172.20.10.2","TCP","444","13531","48294","16.069432","49"
"1808","26160.544130","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000127","64"
"1809","26160.545024","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.000894","49"
"1810","26160.545105","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000081","64"
"1811","26194.028687","47.100.95.105","172.20.10.2","TCP","444","13531","48294","33.483582","49"
"1812","26194.028808","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000121","64"
"1813","26194.028980","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.000172","49"
"1814","26194.029015","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000035","64"
"1815","26211.846093","47.100.95.105","172.20.10.2","TCP","444","13531","48294","17.817078","49"
"1816","26211.846230","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000137","64"
"1817","26211.846957","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.000727","49"
"1818","26211.847043","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000086","64"
"1819","26262.006717","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.159674","64"
"1820","26262.219510","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.212793","49"
"1821","26270.834366","47.100.95.105","172.20.10.2","TCP","444","13531","48294","8.614856","49"
"1822","26270.834508","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000142","64"
"1823","26320.886696","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.052188","64"
"1824","26321.106399","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.219703","49"
"1825","26352.545331","47.100.95.105","172.20.10.2","TCP","444","13531","48294","31.438932","49"
"1826","26352.545471","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000140","64"
"1827","26402.806693","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.261222","64"
"1828","26403.144163","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.337470","49"
"1829","26456.566716","172.20.10.2","47.100.95.105","TCP","66","48294","13531","53.422553","64"
"1830","26456.784350","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.217634","49"
"1831","26467.744846","47.100.95.105","172.20.10.2","TCP","444","13531","48294","10.960496","49"
"1832","26467.744958","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000112","64"
"1833","26518.006685","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.261727","64"
"1834","26518.232217","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.225532","49"
"1835","26569.216693","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.984476","64"
"1836","26569.423994","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.207301","49"
"1837","26588.167756","47.100.95.105","172.20.10.2","TCP","444","13531","48294","18.743762","49"
"1838","26588.167905","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000149","64"
"1839","26638.326692","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.158787","64"
"1840","26638.548978","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.222286","49"
"1841","26644.334288","47.100.95.105","172.20.10.2","TCP","444","13531","48294","5.785310","49"
"1842","26644.334436","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000148","64"
"1843","26658.822088","47.100.95.105","172.20.10.2","TCP","444","13531","48294","14.487652","49"
"1844","26658.822188","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000100","64"
"1845","26658.822638","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.000450","49"
"1846","26658.822685","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000047","64"
"1847","26709.366689","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.544004","64"
"1848","26709.690548","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.323859","49"
"1849","26763.766689","172.20.10.2","47.100.95.105","TCP","66","48294","13531","54.076141","64"
"1850","26763.989212","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.222523","49"
"1851","26784.147106","47.100.95.105","172.20.10.2","TCP","444","13531","48294","20.157894","49"
"1852","26784.147239","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000133","64"
"1853","26834.166690","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.019451","64"
"1854","26834.381596","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.214906","49"
"1855","26838.514129","47.100.95.105","172.20.10.2","TCP","444","13531","48294","4.132533","49"
"1856","26838.514262","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000133","64"
"1857","26888.576685","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.062423","64"
"1858","26888.875930","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.299245","49"
"1859","26917.150573","47.100.95.105","172.20.10.2","TCP","444","13531","48294","28.274643","49"
"1860","26917.150709","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000136","64"
"1861","26924.829204","47.100.95.105","172.20.10.2","TCP","444","13531","48294","7.678495","49"
"1862","26924.829323","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000119","64"
"1863","26974.966676","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.137353","64"
"1864","26975.224739","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.258063","49"
"1865","27030.006679","172.20.10.2","47.100.95.105","TCP","66","48294","13531","54.781940","64"
"1866","27030.229883","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.223204","49"
"1867","27050.772272","47.100.95.105","172.20.10.2","TCP","444","13531","48294","20.542389","49"
"1868","27050.772425","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000153","64"
"1869","27050.773375","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.000950","49"
"1870","27050.773483","172.20.10.2","47.100.95.105","TCP","78","48294","13531","0.000108","64"
"1871","27057.747828","47.100.95.105","172.20.10.2","TCP","444","13531","48294","6.974345","49"
"1872","27057.747944","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000116","64"
"1873","27108.086682","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.338738","64"
"1874","27108.283315","47.100.95.105","172.20.10.2","TCP","444","13531","48294","0.196633","49"
"1875","27108.283448","172.20.10.2","47.100.95.105","TCP","66","48294","13531","0.000133","64"
"1876","27108.304781","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.021333","49"
"1877","27163.126678","172.20.10.2","47.100.95.105","TCP","66","48294","13531","54.821897","64"
"1878","27163.341510","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.214832","49"
"1879","27214.326697","172.20.10.2","47.100.95.105","TCP","66","48294","13531","50.985187","64"
"1880","27214.549501","47.100.95.105","172.20.10.2","TCP","66","13531","48294","0.222804","49"
"1881","27220.332257","47.100.95.105","172.20.10.2","TCP","66","13531","48294","5.782756","49"
"1882","27220.337732","172.20.10.2","47.100.95.105","TCP","74","48296","13531","0.005475","64"
"1883","27220.450893","47.100.95.105","172.20.10.2","TCP","74","13531","48296","0.113161","48"
"1884","27220.451033","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000140","64"
"1885","27220.451362","172.20.10.2","47.100.95.105","TCP","171","48296","13531","0.000329","64"
"1886","27220.526693","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.075331","48"
"1887","27220.528038","47.100.95.105","172.20.10.2","TCP","484","13531","48296","0.001345","48"
"1888","27220.528131","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000093","64"
"1889","27230.800502","47.100.95.105","172.20.10.2","TCP","444","13531","48296","10.272371","48"
"1890","27230.800617","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000115","64"
"1891","27230.801869","47.100.95.105","172.20.10.2","TCP","444","13531","48296","0.001252","48"
"1892","27230.801983","172.20.10.2","47.100.95.105","TCP","78","48296","13531","0.000114","64"
"1893","27230.802012","47.100.95.105","172.20.10.2","TCP","444","13531","48296","0.000029","48"
"1894","27230.802030","172.20.10.2","47.100.95.105","TCP","78","48296","13531","0.000018","64"
"1895","27247.369251","47.100.95.105","172.20.10.2","TCP","444","13531","48296","16.567221","48"
"1896","27247.369364","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000113","64"
"1897","27288.128405","47.100.95.105","172.20.10.2","TCP","444","13531","48296","40.759041","48"
"1898","27288.128551","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000146","64"
"1899","27290.122999","47.100.95.105","172.20.10.2","TCP","444","13531","48296","1.994448","48"
"1900","27290.123120","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000121","64"
"1901","27342.326698","172.20.10.2","47.100.95.105","TCP","66","48296","13531","52.203578","64"
"1902","27342.541936","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.215238","48"
"1903","27344.477226","47.100.95.105","172.20.10.2","TCP","444","13531","48296","1.935290","48"
"1904","27344.477360","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000134","64"
"1905","27394.496676","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.019316","64"
"1906","27394.714863","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.218187","48"
"1907","27444.726741","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.011878","64"
"1908","27445.067261","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.340520","48"
"1909","27464.857136","47.100.95.105","172.20.10.2","TCP","444","13531","48296","19.789875","48"
"1910","27464.857253","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000117","64"
"1911","27515.126684","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.269431","64"
"1912","27515.334552","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.207868","48"
"1913","27542.387066","172.20.10.2","47.100.95.105","TCP","247","48296","13531","27.052514","64"
"1914","27542.613300","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.226234","48"
"1915","27542.619025","47.100.95.105","172.20.10.2","TCP","129","13531","48296","0.005725","48"
"1916","27542.619121","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000096","64"
"1917","27588.964740","47.100.95.105","172.20.10.2","TCP","444","13531","48296","46.345619","48"
"1918","27588.964885","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000145","64"
"1919","27588.965055","47.100.95.105","172.20.10.2","TCP","444","13531","48296","0.000170","48"
"1920","27588.965091","172.20.10.2","47.100.95.105","TCP","78","48296","13531","0.000036","64"
"1921","27639.296736","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.331645","64"
"1922","27639.508097","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.211361","48"
"1923","27690.486717","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.978620","64"
"1924","27690.706622","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.219905","48"
"1925","27713.410349","47.100.95.105","172.20.10.2","TCP","444","13531","48296","22.703727","48"
"1926","27713.410464","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000115","64"
"1927","27732.420836","47.100.95.105","172.20.10.2","TCP","444","13531","48296","19.010372","48"
"1928","27732.420942","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000106","64"
"1929","27782.646678","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.225736","64"
"1930","27782.867498","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.220820","48"
"1931","27788.696729","47.100.95.105","172.20.10.2","TCP","444","13531","48296","5.829231","48"
"1932","27788.696856","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000127","64"
"1933","27838.726682","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.029826","64"
"1934","27838.952604","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.225922","48"
"1935","27843.775576","47.100.95.105","172.20.10.2","TCP","444","13531","48296","4.822972","48"
"1936","27843.775716","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000140","64"
"1937","27893.846684","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.070968","64"
"1938","27894.062223","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.215539","48"
"1939","27946.486653","172.20.10.2","47.100.95.105","TCP","66","48296","13531","52.424430","64"
"1940","27946.696681","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.210028","48"
"1941","27970.503741","47.100.95.105","172.20.10.2","TCP","444","13531","48296","23.807060","48"
"1942","27970.503882","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000141","64"
"1943","27970.504345","47.100.95.105","172.20.10.2","TCP","444","13531","48296","0.000463","48"
"1944","27970.504409","172.20.10.2","47.100.95.105","TCP","78","48296","13531","0.000064","64"
"1945","27995.992533","47.100.95.105","172.20.10.2","TCP","444","13531","48296","25.488124","48"
"1946","27995.992649","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000116","64"
"1947","28048.886675","172.20.10.2","47.100.95.105","TCP","66","48296","13531","52.894026","64"
"1948","28049.108283","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.221608","48"
"1949","28100.086674","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.978391","64"
"1950","28100.301229","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.214555","48"
"1951","28108.732895","47.100.95.105","172.20.10.2","TCP","444","13531","48296","8.431666","48"
"1952","28108.733034","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000139","64"
"1953","28158.966672","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.233638","64"
"1954","28159.186870","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.220198","48"
"1955","28212.726707","172.20.10.2","47.100.95.105","TCP","66","48296","13531","53.539837","64"
"1956","28212.940773","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.214066","48"
"1957","28230.383861","47.100.95.105","172.20.10.2","TCP","444","13531","48296","17.443088","48"
"1958","28230.383979","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000118","64"
"1959","28280.576685","172.20.10.2","47.100.95.105","TCP","66","48296","13531","50.192706","64"
"1960","28280.773899","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.197214","48"
"1961","28335.606680","172.20.10.2","47.100.95.105","TCP","66","48296","13531","54.832781","64"
"1962","28335.806439","47.100.95.105","172.20.10.2","TCP","66","13531","48296","0.199759","48"
"1963","28344.248495","47.100.95.105","172.20.10.2","TCP","444","13531","48296","8.442056","48"
"1964","28344.248630","172.20.10.2","47.100.95.105","TCP","66","48296","13531","0.000135","64"
"1965","28351.929719","47.100.95.105","172.20.10.2","TCP","444","13531","48296","7.681089","48"
