_ws.col.No.,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Src_port,_ws.col.Dst_port,_ws.col.Delta_time,_ws.col.TTL
"22807","412.781197","157.255.77.168","192.168.12.244","TLSv1.2","219","443","57818","0.000251","42"
"22808","412.781756","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000559","64"
"22809","412.781964","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000208","255"
"22810","412.782771","14.215.178.100","192.168.12.62","TCP","88","443","43534","0.000807","46"
"22811","412.782843","157.255.77.168","192.168.12.244","TLSv1.2","139","443","57818","0.000072","42"
"22812","412.783044","157.255.77.168","192.168.12.244","TLSv1.2","155","443","57818","0.000201","42"
"22813","412.783106","157.255.77.168","192.168.12.244","TLSv1.2","123","443","57818","0.000062","42"
"22814","412.783168","157.255.77.168","192.168.12.244","TLSv1.2","123","443","57818","0.000062","42"
"22815","412.783478","157.255.77.168","192.168.12.244","TLSv1.2","155","443","57818","0.000310","42"
"22816","412.783654","157.255.77.168","192.168.12.244","TLSv1.2","107","443","57818","0.000176","42"
"22817","412.784155","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000501","255"
"22818","412.784861","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000706","255"
"22819","412.787738","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.002877","255"
"22820","412.787945","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000207","255"
"22821","412.787977","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000032","255"
"22822","412.788082","192.168.12.244","157.255.77.168","TCP","54","57818","443","0.000105","255"
"22823","412.815829","192.168.12.62","163.177.151.75","TLSv1.2","186","47531","443","0.027747","64"
"22824","412.823735","163.177.151.75","192.168.12.62","TCP","54","443","47531","0.007906","47"
"22825","412.829462","163.177.151.75","192.168.12.62","TLSv1.2","97","443","47531","0.005727","47"
"22826","412.829587","163.177.151.75","192.168.12.62","TLSv1.2","92","443","47531","0.000125","47"
"22827","412.829921","163.177.151.75","192.168.12.62","TLSv1.2","331","443","47261","0.000334","47"
"22828","412.831050","192.168.12.62","163.177.151.75","TCP","54","47531","443","0.001129","64"
"22829","412.831252","192.168.12.62","163.177.151.75","TCP","54","47531","443","0.000202","64"
"22830","412.879020","192.168.12.62","14.215.178.100","TLSv1.2","716","43558","443","0.047768","64"
"22831","412.879243","192.168.12.62","14.215.178.100","TLSv1.2","853","43558","443","0.000223","64"
"22832","412.884993","14.215.178.100","192.168.12.62","TCP","54","443","43558","0.005750","46"
"22833","412.885024","14.215.178.100","192.168.12.62","TCP","54","443","43558","0.000031","46"
"22834","412.889366","14.215.178.100","192.168.12.62","TLSv1.2","113","443","43558","0.004342","46"
"22835","412.889400","14.215.178.100","192.168.12.62","TCP","248","443","43558","0.000034","46"
"22836","412.891301","192.168.12.62","14.215.178.100","TCP","66","43558","443","0.001901","64"
"22837","412.896909","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43558","0.005608","46"
"22838","412.898393","192.168.12.62","14.215.178.100","TCP","66","43558","443","0.001484","64"
"22839","412.904120","14.215.178.100","192.168.12.62","TLSv1.2","248","443","43558","0.005727","46"
"22840","412.905718","192.168.12.62","14.215.178.100","TCP","54","43558","443","0.001598","64"
"22841","412.921189","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.015471","64"
"22842","412.922627","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.001438","64"
"22843","412.998724","14.215.178.100","192.168.12.62","TCP","147","443","43534","0.076097","46"
"22844","413.000385","192.168.12.62","14.215.178.100","TCP","54","43534","443","0.001661","64"
"22845","413.043063","163.177.151.75","192.168.12.62","TCP","331","443","47261","0.042678","47"
"22846","413.095069","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.052006","64"
"22847","413.136500","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.041431","64"
"22848","413.139140","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.002640","64"
"22849","413.222151","163.177.151.75","192.168.12.62","TCP","54","443","47393","0.083011","47"
"22850","413.227469","192.168.12.62","163.177.151.75","TCP","54","47393","443","0.005318","64"
"22851","414.178336","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.950867","64"
"22852","414.179433","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.001097","64"
"22853","414.181066","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.001633","64"
"22854","414.188039","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.006973","64"
"22855","415.261243","192.168.12.62","192.168.12.108","UDP","46","10418","11265","1.073204","64"
"22856","415.289676","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.028433","64"
"22857","415.440593","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.150917","64"
"22858","415.441914","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.001321","64"
"22859","415.753488","192.168.12.62","192.168.12.108","UDP","90","10418","11265","0.311574","64"
"22860","415.753674","192.168.12.62","192.168.12.108","UDP","90","10418","11265","0.000186","64"
"22861","415.759719","192.168.12.108","192.168.12.62","UDP","54","11265","10418","0.006045","64"
"22862","415.766445","192.168.12.62","111.206.101.16","TLSv1.2","600","42158","443","0.006726","64"
"22863","415.812136","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.045691","40"
"22864","415.815706","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.003570","64"
"22865","415.900233","192.168.12.62","123.125.103.173","TLSv1.2","430","44387","443","0.084527","64"
"22866","415.948182","123.125.103.173","192.168.12.62","TLSv1.2","580","443","44387","0.047949","41"
"22867","415.952409","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.004227","64"
"22868","416.894475","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.942066","64"
"22869","416.896344","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.001869","64"
"22870","417.041044","192.168.12.108","192.168.12.62","UDP","46","11265","10418","0.144700","64"
"22871","417.046107","192.168.12.62","192.168.12.108","UDP","46","10418","11265","0.005063","64"
"22872","417.785176","192.168.12.62","192.168.12.108","UDP","110","10418","11265","0.739069","64"
"22873","417.785420","192.168.12.62","123.125.103.173","TLSv1.2","335","44387","443","0.000244","64"
"22874","417.785485","192.168.12.62","111.206.101.16","TLSv1.2","297","42158","443","0.000065","64"
"22875","417.785520","192.168.12.62","192.168.12.108","UDP","110","10418","11265","0.000035","64"
"22876","417.795345","192.168.12.62","192.168.12.108","UDP","110","10418","11265","0.009825","64"
"22877","417.795419","192.168.12.62","192.168.12.108","UDP","90","10418","11265","0.000074","64"
"22878","417.809467","192.168.12.62","192.168.12.108","UDP","110","10418","11265","0.014048","64"
"22879","417.809884","192.168.12.108","192.168.12.1","ICMP","98","","","0.000417","64"
"22880","417.809924","192.168.12.1","192.168.12.108","ICMP","98","","","0.000040","64"
"22881","417.809942","192.168.12.108","192.168.12.1","ICMP","98","","","0.000018","64"
"22882","417.809960","192.168.12.1","192.168.12.108","ICMP","98","","","0.000018","64"
"22883","417.809973","192.168.12.108","192.168.12.62","UDP","58","11265","10418","0.000013","64"
"22884","417.818641","192.168.12.108","192.168.12.62","UDP","52","11265","10418","0.008668","64"
"22885","417.833511","123.125.103.173","192.168.12.62","TLSv1.2","580","443","44387","0.014870","41"
"22886","417.835472","192.168.12.62","123.125.103.173","TLSv1.2","436","44387","443","0.001961","64"
"22887","417.839914","111.206.101.16","192.168.12.62","TLSv1.2","533","443","42158","0.004442","40"
"22888","417.841284","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.001370","64"
"22889","417.883345","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.042061","64"
"22890","417.883676","123.125.103.173","192.168.12.62","TLSv1.2","580","443","44387","0.000331","41"
"22891","417.884846","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001170","64"
"22892","417.884857","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"22893","417.884867","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"22894","417.884876","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22895","417.884885","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22896","417.888378","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.003493","64"
"22897","417.889710","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001332","64"
"22898","417.889721","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"22899","417.889731","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"22900","417.889741","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"22901","417.889750","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22902","417.903674","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.013924","64"
"22903","417.904851","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001177","64"
"22904","417.904863","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000012","64"
"22905","417.904872","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22906","417.904881","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22907","417.904890","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22908","417.912478","192.168.12.62","192.168.12.108","UDP","74","10418","11265","0.007588","64"
"22909","417.913625","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.001147","64"
"22910","417.913636","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.000011","64"
"22911","417.921432","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.007796","64"
"22912","417.922817","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001385","64"
"22913","417.922828","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"22914","417.922839","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"22915","417.922848","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22916","417.922857","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22917","417.930080","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.007223","64"
"22918","417.930602","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000522","64"
"22919","417.930613","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"22920","417.930622","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"22921","417.931485","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000863","64"
"22922","417.931495","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"22923","417.932265","192.168.12.108","192.168.12.62","UDP","364","11265","10418","0.000770","64"
"22924","417.938346","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.006081","64"
"22925","417.942379","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.004033","64"
"22926","417.942815","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.000436","64"
"22927","417.942825","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.000010","64"
"22928","417.942876","192.168.12.62","192.168.12.108","UDP","56","10418","11265","0.000051","64"
"22929","417.942886","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.000010","64"
"22930","417.942894","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.000008","64"
"22931","417.944859","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.001965","64"
"22932","417.951027","192.168.12.62","111.206.101.16","TLSv1.2","740","42158","443","0.006168","64"
"22933","417.951560","192.168.12.62","192.168.12.108","UDP","85","10418","11265","0.000533","64"
"22934","417.951643","192.168.12.62","192.168.12.108","UDP","64","10418","11265","0.000083","64"
"22935","417.961230","192.168.12.108","192.168.12.62","UDP","52","11265","10418","0.009587","64"
"22936","417.961694","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000464","64"
"22937","417.961711","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000017","64"
"22938","417.961725","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000014","64"
"22939","417.961739","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000014","64"
"22940","417.961749","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"22941","417.962958","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001209","64"
"22942","417.968140","192.168.12.62","192.168.12.108","UDP","85","10418","11265","0.005182","64"
"22943","417.974422","192.168.12.62","192.168.12.108","UDP","84","10418","11265","0.006282","64"
"22944","417.979503","192.168.12.62","192.168.12.108","UDP","54","10418","11265","0.005081","64"
"22945","417.979666","192.168.12.108","192.168.12.62","UDP","52","11265","10418","0.000163","64"
"22946","417.996402","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.016736","40"
"22947","417.998730","192.168.12.62","111.206.101.16","TLSv1.2","1330","42158","443","0.002328","64"
"22948","418.000073","192.168.12.108","192.168.12.62","UDP","536","11265","10418","0.001343","64"
"22949","418.007684","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.007611","64"
"22950","418.043677","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.035993","40"
"22951","418.043839","111.206.101.16","192.168.12.62","TLSv1.2","305","443","42158","0.000162","40"
"22952","418.045237","192.168.12.62","111.206.101.16","TCP","54","42158","443","0.001398","64"
"22953","418.069233","192.168.12.108","192.168.12.62","UDP","623","11265","10418","0.023996","64"
"22954","418.078193","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008960","64"
"22955","418.080232","192.168.12.108","192.168.12.62","UDP","623","11265","10418","0.002039","64"
"22956","418.098658","192.168.12.108","192.168.12.62","UDP","507","11265","10418","0.018426","64"
"22957","418.102899","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004241","64"
"22958","418.106565","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.003666","64"
"22959","418.168524","192.168.12.108","192.168.12.62","UDP","509","11265","10418","0.061959","64"
"22960","418.177205","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008681","64"
"22961","418.181086","192.168.12.108","192.168.12.62","UDP","509","11265","10418","0.003881","64"
"22962","418.191475","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.010389","64"
"22963","418.202542","192.168.12.108","192.168.12.62","UDP","848","11265","10418","0.011067","64"
"22964","418.205519","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.002977","64"
"22965","418.259719","192.168.12.108","192.168.12.62","UDP","551","11265","10418","0.054200","64"
"22966","418.276283","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.016564","64"
"22967","418.298972","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.022689","64"
"22968","418.318719","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.019747","64"
"22969","418.321328","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.002609","64"
"22970","418.332816","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.011488","64"
"22971","418.358523","192.168.12.108","192.168.12.62","UDP","458","11265","10418","0.025707","64"
"22972","418.361017","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.002494","64"
"22973","418.419984","192.168.12.108","192.168.12.62","UDP","440","11265","10418","0.058967","64"
"22974","418.432069","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.012085","64"
"22975","418.478903","192.168.12.108","192.168.12.62","UDP","369","11265","10418","0.046834","64"
"22976","418.488309","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.009406","64"
"22977","418.498513","192.168.12.108","192.168.12.62","UDP","376","11265","10418","0.010204","64"
"22978","418.502257","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.003744","64"
"22979","418.558432","192.168.12.108","192.168.12.62","UDP","404","11265","10418","0.056175","64"
"22980","418.577566","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.019134","64"
"22981","418.618758","192.168.12.108","192.168.12.62","UDP","490","11265","10418","0.041192","64"
"22982","418.629441","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.010683","64"
"22983","418.659436","192.168.12.108","192.168.12.62","UDP","544","11265","10418","0.029995","64"
"22984","418.680470","192.168.12.108","192.168.12.62","UDP","544","11265","10418","0.021034","64"
"22985","418.684463","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.003993","64"
"22986","418.686083","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.001620","64"
"22987","418.720109","192.168.12.108","192.168.12.62","UDP","570","11265","10418","0.034026","64"
"22988","418.728486","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008377","64"
"22989","418.759216","192.168.12.108","192.168.12.62","UDP","547","11265","10418","0.030730","64"
"22990","418.770811","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.011595","64"
"22991","418.799533","192.168.12.108","192.168.12.62","UDP","580","11265","10418","0.028722","64"
"22992","418.817505","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.017972","64"
"22993","418.840604","192.168.12.108","14.215.35.251","TLSv1.2","459","51294","443","0.023099","64"
"22994","418.859789","192.168.12.108","192.168.12.62","UDP","706","11265","10418","0.019185","64"
"22995","418.869758","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.009969","64"
"22996","418.885766","14.215.35.251","192.168.12.108","TCP","54","443","51294","0.016008","43"
"22997","418.921657","192.168.12.108","192.168.12.62","UDP","594","11265","10418","0.035891","64"
"22998","418.926321","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004664","64"
"22999","418.959917","192.168.12.108","192.168.12.62","UDP","556","11265","10418","0.033596","64"
"23000","418.971853","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.011936","64"
"23001","419.021721","192.168.12.108","192.168.12.62","UDP","508","11265","10418","0.049868","64"
"23002","419.026646","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004925","64"
"23003","419.045185","192.168.12.62","180.76.178.222","TLSv1","107","44708","443","0.018539","64"
"23004","419.068689","192.168.12.108","192.168.12.62","UDP","561","11265","10418","0.023504","64"
"23005","419.078764","192.168.12.108","192.168.12.62","UDP","561","11265","10418","0.010075","64"
"23006","419.083278","180.76.178.222","192.168.12.62","TCP","54","443","44708","0.004514","39"
"23007","419.084561","180.76.178.222","192.168.12.62","TLSv1","91","443","44708","0.001283","39"
"23008","419.094277","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.009716","64"
"23009","419.094973","192.168.12.62","180.76.178.222","TCP","54","44708","443","0.000696","64"
"23010","419.095660","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.000687","64"
"23011","419.120893","192.168.12.108","192.168.12.62","UDP","514","11265","10418","0.025233","64"
"23012","419.138096","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.017203","64"
"23013","419.161298","192.168.12.108","192.168.12.62","UDP","416","11265","10418","0.023202","64"
"23014","419.161982","14.215.35.251","192.168.12.108","TLSv1.2","139","443","51294","0.000684","43"
"23015","419.165358","192.168.12.108","14.215.35.251","TCP","54","51294","443","0.003376","64"
"23016","419.166337","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.000979","64"
"23017","419.218692","192.168.12.108","192.168.12.62","UDP","901","11265","10418","0.052355","64"
"23018","419.225309","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.006617","64"
"23019","419.259443","192.168.12.108","192.168.12.62","UDP","544","11265","10418","0.034134","64"
"23020","419.267388","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.007945","64"
"23021","419.320621","192.168.12.108","192.168.12.62","UDP","498","11265","10418","0.053233","64"
"23022","419.336013","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.015392","64"
"23023","419.358464","192.168.12.108","192.168.12.62","UDP","374","11265","10418","0.022451","64"
"23024","419.366395","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.007931","64"
"23025","419.418667","192.168.12.108","192.168.12.62","UDP","345","11265","10418","0.052272","64"
"23026","419.422724","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004057","64"
"23027","419.459370","192.168.12.108","192.168.12.62","UDP","362","11265","10418","0.036646","64"
"23028","419.463879","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004509","64"
"23029","419.521955","192.168.12.108","192.168.12.62","UDP","422","11265","10418","0.058076","64"
"23030","419.534073","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.012118","64"
"23031","419.558341","192.168.12.108","192.168.12.62","UDP","350","11265","10418","0.024268","64"
"23032","419.562076","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.003735","64"
"23033","419.623972","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.061896","64"
"23034","419.673726","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.049754","64"
"23035","419.674967","192.168.12.108","192.168.12.62","UDP","492","11265","10418","0.001241","64"
"23036","419.724562","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.049595","64"
"23037","419.725922","192.168.12.108","192.168.12.62","UDP","492","11265","10418","0.001360","64"
"23038","419.725932","192.168.12.108","192.168.12.62","UDP","620","11265","10418","0.000010","64"
"23039","419.771300","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.045368","64"
"23040","419.773449","192.168.12.108","192.168.12.62","UDP","492","11265","10418","0.002149","64"
"23041","419.773459","192.168.12.108","192.168.12.62","UDP","547","11265","10418","0.000010","64"
"23042","419.818860","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.045401","64"
"23043","419.819342","192.168.12.108","192.168.12.62","UDP","492","11265","10418","0.000482","64"
"23044","419.819352","192.168.12.108","192.168.12.62","UDP","599","11265","10418","0.000010","64"
"23045","419.859660","192.168.12.108","192.168.12.62","UDP","486","11265","10418","0.040308","64"
"23046","419.860345","192.168.12.108","192.168.12.62","UDP","492","11265","10418","0.000685","64"
"23047","419.860355","192.168.12.108","192.168.12.62","UDP","558","11265","10418","0.000010","64"
"23048","419.891076","192.168.12.62","192.168.12.108","UDP","54","10418","11265","0.030721","64"
"23049","419.895160","192.168.12.62","192.168.12.108","UDP","72","10418","11265","0.004084","64"
"23050","419.920968","192.168.12.108","192.168.12.62","UDP","597","11265","10418","0.025808","64"
"23051","419.930417","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.009449","64"
"23052","419.959997","192.168.12.108","192.168.12.62","UDP","663","11265","10418","0.029580","64"
"23053","419.970620","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.010623","64"
"23054","420.018575","192.168.12.108","192.168.12.62","UDP","624","11265","10418","0.047955","64"
"23055","420.027099","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008524","64"
"23056","420.061539","192.168.12.108","192.168.12.62","UDP","663","11265","10418","0.034440","64"
"23057","420.072926","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.011387","64"
"23058","420.120382","192.168.12.108","192.168.12.62","UDP","599","11265","10418","0.047456","64"
"23059","420.125995","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.005613","64"
"23060","420.160795","192.168.12.108","192.168.12.62","UDP","526","11265","10418","0.034800","64"
"23061","420.168494","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.007699","64"
"23062","420.219717","192.168.12.108","192.168.12.62","UDP","753","11265","10418","0.051223","64"
"23063","420.224851","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.005134","64"
"23064","420.258576","192.168.12.108","192.168.12.62","UDP","698","11265","10418","0.033725","64"
"23065","420.267149","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008573","64"
"23066","420.322819","192.168.12.108","192.168.12.62","UDP","708","11265","10418","0.055670","64"
"23067","420.348321","192.168.12.108","192.168.12.62","UDP","708","11265","10418","0.025502","64"
"23068","420.358900","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.010579","64"
"23069","420.368238","192.168.12.108","192.168.12.62","UDP","691","11265","10418","0.009338","64"
"23070","420.380241","192.168.12.62","192.168.12.108","UDP","54","10418","11265","0.012003","64"
"23071","420.382154","192.168.12.108","192.168.12.62","UDP","708","11265","10418","0.001913","64"
"23072","420.384056","192.168.12.108","192.168.12.62","UDP","691","11265","10418","0.001902","64"
"23073","420.384067","192.168.12.108","14.215.35.251","TLSv1.2","491","51294","443","0.000011","64"
"23074","420.389417","14.215.35.251","192.168.12.108","TCP","54","443","51294","0.005350","43"
"23075","420.394436","192.168.12.62","192.168.12.108","UDP","54","10418","11265","0.005019","64"
"23076","420.399848","192.168.12.108","192.168.12.62","UDP","652","11265","10418","0.005412","64"
"23077","420.408674","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.008826","64"
"23078","420.449063","14.215.35.251","192.168.12.108","TLSv1.2","139","443","51294","0.040389","43"
"23079","420.456555","192.168.12.108","14.215.35.251","TCP","54","51294","443","0.007492","64"
"23080","420.468193","192.168.12.108","192.168.12.62","UDP","587","11265","10418","0.011638","64"
"23081","420.481588","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.013395","64"
"23082","420.523967","192.168.12.108","192.168.12.62","UDP","565","11265","10418","0.042379","64"
"23083","420.535796","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.011829","64"
"23084","420.561854","192.168.12.108","192.168.12.62","UDP","465","11265","10418","0.026058","64"
"23085","420.564099","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.002245","64"
"23086","420.625643","192.168.12.108","192.168.12.62","UDP","494","11265","10418","0.061544","64"
"23087","420.634756","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.009113","64"
"23088","420.660086","192.168.12.108","192.168.12.62","UDP","608","11265","10418","0.025330","64"
"23089","420.664330","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.004244","64"
"23090","420.722622","192.168.12.108","192.168.12.62","UDP","481","11265","10418","0.058292","64"
"23091","420.733468","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.010846","64"
"23092","420.759354","192.168.12.108","192.168.12.62","UDP","745","11265","10418","0.025886","64"
"23093","420.763266","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.003912","64"
"23094","420.818516","192.168.12.108","192.168.12.62","UDP","593","11265","10418","0.055250","64"
"23095","420.832317","192.168.12.62","192.168.12.108","UDP","52","10418","11265","0.013801","64"
"23096","420.886867","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.054550","64"
"23097","420.888050","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.001183","64"
"23098","420.888061","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"23099","420.888070","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"23100","420.888080","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000010","64"
"23101","420.888088","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000008","64"
"23102","420.899304","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.011216","64"
"23103","420.899984","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000680","64"
"23104","420.899995","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000011","64"
"23105","420.900004","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"23106","420.900013","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000009","64"
"23107","420.900881","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000868","64"
"23108","420.910184","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.009303","64"
"23109","420.911178","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000994","64"
"23110","420.911200","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000022","64"
"23111","420.911219","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000019","64"
"23112","420.911236","192.168.12.108","192.168.12.62","UDP","1074","11265","10418","0.000017","64"
