_ws.col.No.,_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Src_port,_ws.col.Dst_port,_ws.col.Delta_time,_ws.col.TTL
"1","0.000000","192.168.12.62","124.237.176.160","TLSv1.2","1378","41438","443","0.000000","64"
"2","0.000164","192.168.12.62","124.237.176.160","TCP","66","41438","443","0.000164","64"
"3","0.003212","180.97.104.218","192.168.12.62","TLSv1.2","99","443","44040","0.003048","40"
"4","0.004547","192.168.12.62","180.97.104.218","TCP","66","44040","443","0.001335","64"
"5","0.018776","BeijingX_7e:72:3a","Broadcast","ARP","42","","","0.014229",""
"6","0.043335","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.024559","35"
"7","0.043792","124.237.176.160","192.168.12.62","TLSv1.2","60","443","41438","0.000457","35"
"8","0.043873","124.237.176.160","192.168.12.62","TCP","173","443","41438","0.000081","35"
"9","0.043912","124.237.176.160","192.168.12.62","TLSv1.2","99","443","41438","0.000039","35"
"10","0.044611","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.000699","35"
"11","0.048950","192.168.12.62","124.237.176.160","TCP","66","41438","443","0.004339","64"
"12","0.049502","192.168.12.62","124.237.176.160","TCP","54","41438","443","0.000552","64"
"13","0.049886","192.168.12.62","124.237.176.160","TCP","54","41438","443","0.000384","64"
"14","0.053916","124.237.176.160","192.168.12.62","TLSv1.2","291","443","41438","0.004030","35"
"15","0.068658","192.168.12.62","124.237.176.160","TCP","54","41438","443","0.014742","64"
"16","0.091804","14.215.178.100","192.168.12.62","TLSv1.2","796","443","43416","0.023146","46"
"17","0.107672","192.168.12.62","239.255.255.250","SSDP","136","1900","1900","0.015868","1"
"18","0.116473","192.168.12.62","14.215.178.100","TLSv1.2","1031","43412","443","0.008801","64"
"19","0.120821","192.168.12.62","14.215.178.100","TLSv1.2","879","43414","443","0.004348","64"
"20","0.122821","14.215.178.100","192.168.12.62","TCP","54","443","43412","0.002000","46"
"21","0.127069","14.215.178.100","192.168.12.62","TCP","54","443","43414","0.004248","46"
"22","0.142848","192.168.12.62","124.237.176.160","TCP","1454","41438","443","0.015779","64"
"23","0.143157","192.168.12.62","124.237.176.160","TLSv1.2","271","41438","443","0.000309","64"
"24","0.143198","192.168.12.62","14.215.178.100","TCP","54","43416","443","0.000041","64"
"25","0.143304","192.168.12.62","124.237.176.160","TCP","74","41440","443","0.000106","64"
"26","0.185665","124.237.176.160","192.168.12.62","TCP","74","443","41440","0.042361","46"
"27","0.187938","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.002273","35"
"28","0.187997","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.000059","35"
"29","0.190495","192.168.12.62","124.237.176.160","TCP","54","41440","443","0.002498","64"
"30","0.191243","192.168.12.62","124.237.176.160","TLSv1","571","41440","443","0.000748","64"
"31","0.197485","124.237.176.160","192.168.12.62","TLSv1.2","382","443","41438","0.006242","35"
"32","0.203343","192.168.12.62","124.237.176.160","TCP","54","41438","443","0.005858","64"
"33","0.204140","192.168.12.62","124.237.176.160","TCP","1454","41438","443","0.000797","64"
"34","0.204291","192.168.12.62","124.237.176.160","TLSv1.2","319","41438","443","0.000151","64"
"35","0.208134","180.97.104.218","192.168.12.62","TCP","1454","443","44040","0.003843","40"
"36","0.208217","180.97.104.218","192.168.12.62","TLSv1.2","510","443","44040","0.000083","40"
"37","0.210478","192.168.12.62","180.97.104.218","TCP","54","44040","443","0.002261","64"
"38","0.211025","192.168.12.62","180.97.104.218","TCP","54","44040","443","0.000547","64"
"39","0.211133","192.168.12.62","153.0.227.188","TLSv1.2","97","49101","443","0.000108","64"
"40","0.218305","192.168.12.62","14.215.178.100","TCP","1454","43416","443","0.007172","64"
"41","0.219531","192.168.12.62","14.215.178.100","TLSv1.2","300","43416","443","0.001226","64"
"42","0.222951","192.168.12.62","14.215.178.100","TCP","1454","43418","443","0.003420","64"
"43","0.223522","192.168.12.62","14.215.178.100","TLSv1.2","275","43418","443","0.000571","64"
"44","0.223561","192.168.12.62","14.215.178.100","TCP","74","43426","443","0.000039","64"
"45","0.224378","14.215.178.100","192.168.12.62","TCP","54","443","43416","0.000817","46"
"46","0.225304","14.215.178.100","192.168.12.62","TCP","54","443","43416","0.000926","46"
"47","0.227952","153.0.227.188","192.168.12.62","TCP","66","443","49101","0.002648","50"
"48","0.228122","153.0.227.188","192.168.12.62","TCP","66","443","49101","0.000170","50"
"49","0.228958","14.215.178.100","192.168.12.62","TLSv1.2","248","443","43416","0.000836","46"
"50","0.228997","14.215.178.100","192.168.12.62","TLSv1.2","113","443","43416","0.000039","46"
"51","0.229030","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43416","0.000033","46"
"52","0.229462","14.215.178.100","192.168.12.62","TCP","54","443","43418","0.000432","46"
"53","0.229505","14.215.178.100","192.168.12.62","TCP","74","443","43426","0.000043","49"
"54","0.229587","14.215.178.100","192.168.12.62","TCP","54","443","43418","0.000082","46"
"55","0.230793","192.168.12.62","14.215.178.100","TCP","54","43416","443","0.001206","64"
"56","0.231287","14.215.178.100","192.168.12.62","TCP","55","443","43414","0.000494","46"
"57","0.231338","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43414","0.000051","46"
"58","0.231513","192.168.12.62","14.215.178.100","TCP","54","43416","443","0.000175","64"
"59","0.231683","192.168.12.62","14.215.178.100","TCP","54","43416","443","0.000170","64"
"60","0.231734","14.215.178.100","192.168.12.62","TCP","1454","443","43414","0.000051","46"
"61","0.231750","192.168.12.62","14.215.178.100","TCP","54","43426","443","0.000016","64"
"62","0.232531","192.168.12.62","14.215.178.100","TLSv1","571","43426","443","0.000781","64"
"63","0.233927","192.168.12.62","14.215.178.100","TCP","66","43414","443","0.001396","64"
"64","0.234504","124.237.176.160","192.168.12.62","TCP","54","443","41440","0.000577","35"
"65","0.234655","124.237.176.160","192.168.12.62","TLSv1.2","150","443","41440","0.000151","35"
"66","0.234695","124.237.176.160","192.168.12.62","TLSv1.2","60","443","41440","0.000040","35"
"67","0.234721","124.237.176.160","192.168.12.62","TLSv1.2","99","443","41440","0.000026","35"
"68","0.234747","14.215.178.100","192.168.12.62","TLSv1.2","248","443","43418","0.000026","46"
"69","0.234771","14.215.178.100","192.168.12.62","TLSv1.2","113","443","43418","0.000024","46"
"70","0.234796","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43418","0.000025","46"
"71","0.234966","192.168.12.62","14.215.178.100","TCP","66","43414","443","0.000170","64"
"72","0.235229","192.168.12.62","14.215.178.100","TCP","54","43414","443","0.000263","64"
"73","0.239222","14.215.178.100","192.168.12.62","TLSv1.2","60","443","43426","0.003993","46"
"74","0.239290","14.215.178.100","192.168.12.62","TCP","54","443","43426","0.000068","46"
"75","0.239311","14.215.178.100","192.168.12.62","TCP","150","443","43426","0.000021","46"
"76","0.239336","14.215.178.100","192.168.12.62","TLSv1.2","99","443","43426","0.000025","46"
"77","0.241191","14.215.178.100","192.168.12.62","TCP","1454","443","43414","0.001855","46"
"78","0.243353","192.168.12.62","124.237.176.160","TCP","54","41440","443","0.002162","64"
"79","0.243479","14.215.178.100","192.168.12.62","TCP","88","443","43418","0.000126","46"
"80","0.243760","124.237.176.160","192.168.12.62","TCP","99","443","41440","0.000281","35"
"81","0.243803","192.168.12.62","124.237.176.160","TCP","54","41440","443","0.000043","64"
"82","0.243837","192.168.12.62","124.237.176.160","TCP","54","41440","443","0.000034","64"
"83","0.243869","192.168.12.62","124.237.176.160","TLSv1.2","105","41440","443","0.000032","64"
"84","0.243903","192.168.12.62","14.215.178.100","TCP","66","43426","443","0.000034","64"
"85","0.243943","192.168.12.62","14.215.178.100","TCP","54","43426","443","0.000040","64"
"86","0.244360","192.168.12.62","14.215.178.100","TCP","54","43426","443","0.000417","64"
"87","0.244551","192.168.12.62","14.215.178.100","TLSv1.2","105","43426","443","0.000191","64"
"88","0.244593","192.168.12.62","14.215.178.100","TCP","54","43418","443","0.000042","64"
"89","0.245538","192.168.12.62","14.215.178.100","TCP","1454","43426","443","0.000945","64"
"90","0.245681","192.168.12.62","14.215.178.100","TCP","66","43414","443","0.000143","64"
"91","0.245937","192.168.12.62","124.237.176.160","TCP","66","41440","443","0.000256","64"
"92","0.246039","192.168.12.62","14.215.178.100","TCP","66","43418","443","0.000102","64"
"93","0.248315","14.215.178.100","192.168.12.62","TLSv1.2","99","443","43426","0.002276","46"
"94","0.249072","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.000757","35"
"95","0.249120","124.237.176.160","192.168.12.62","TCP","54","443","41438","0.000048","35"
"96","0.250302","14.215.178.100","192.168.12.62","TCP","54","443","43426","0.001182","46"
"97","0.251546","14.215.178.100","192.168.12.62","TCP","54","443","43426","0.001244","46"
"98","0.252966","192.168.12.62","14.215.178.100","TCP","66","43426","443","0.001420","64"
"99","0.255616","192.168.12.62","14.215.178.100","TLSv1.2","275","43426","443","0.002650","64"
"100","0.257069","124.237.176.160","192.168.12.62","TLSv1.2","382","443","41438","0.001453","35"
"101","0.261483","14.215.178.100","192.168.12.62","TCP","54","443","43426","0.004414","46"
"102","0.265915","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43426","0.004432","46"
"103","0.265993","14.215.178.100","192.168.12.62","TCP","113","443","43426","0.000078","46"
"104","0.266015","14.215.178.100","192.168.12.62","TCP","248","443","43426","0.000022","46"
"105","0.271277","192.168.12.62","153.0.227.188","TCP","66","49101","443","0.005262","64"
"106","0.274215","192.168.12.62","14.215.178.100","TCP","66","43426","443","0.002938","64"
"107","0.274725","192.168.12.62","14.215.178.100","TCP","66","43426","443","0.000510","64"
"108","0.274831","192.168.12.62","14.215.178.100","TCP","54","43426","443","0.000106","64"
"109","0.280305","14.215.178.100","192.168.12.62","TLSv1.2","307","443","43426","0.005474","46"
"110","0.286428","124.237.176.160","192.168.12.62","TCP","54","443","41440","0.006123","35"
"111","0.322391","192.168.12.62","124.237.176.160","TCP","54","41438","443","0.035963","64"
"112","0.398100","14.215.178.100","192.168.12.62","TLSv1.2","1103","443","43412","0.075709","46"
"113","0.398168","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43412","0.000068","46"
"114","0.400347","192.168.12.62","14.215.178.100","TCP","54","43412","443","0.002179","64"
"115","0.400989","192.168.12.62","14.215.178.100","TCP","54","43412","443","0.000642","64"
"116","0.415092","192.168.12.62","14.215.178.87","TCP","74","45300","443","0.014103","64"
"117","0.416255","192.168.12.62","192.168.12.1","DNS","84","64200","53","0.001163","64"
"118","0.418185","192.168.12.1","192.168.12.62","DNS","154","53","64200","0.001930","64"
"119","0.421519","14.215.178.87","192.168.12.62","TCP","74","443","45300","0.003334","49"
"120","0.423120","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.001601","64"
"121","0.425960","192.168.12.62","110.242.69.63","TCP","74","44362","443","0.002840","64"
"122","0.428681","192.168.12.62","14.215.178.87","TLSv1","210","45300","443","0.002721","64"
"123","0.432629","192.168.12.62","14.215.178.100","TLSv1.2","1126","43412","443","0.003948","64"
"124","0.434826","14.215.178.87","192.168.12.62","TCP","54","443","45300","0.002197","46"
"125","0.435320","14.215.178.87","192.168.12.62","SSL","1454","443","45300","0.000494","46"
"126","0.435359","14.215.178.87","192.168.12.62","TCP","122","443","45300","0.000039","46"
"127","0.435439","14.215.178.87","192.168.12.62","TCP","1454","443","45300","0.000080","46"
"128","0.435485","14.215.178.87","192.168.12.62","SSL","97","443","45300","0.000046","46"
"129","0.437267","192.168.12.62","14.215.178.87","TCP","66","45300","443","0.001782","64"
"130","0.437356","14.215.178.87","192.168.12.62","TLSv1.2","63","443","45300","0.000089","46"
"131","0.437478","14.215.178.87","192.168.12.62","TCP","392","443","45300","0.000122","46"
"132","0.437870","192.168.12.62","14.215.178.87","TCP","66","45300","443","0.000392","64"
"133","0.438058","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.000188","64"
"134","0.438095","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.000037","64"
"135","0.438527","14.215.178.100","192.168.12.62","TCP","54","443","43412","0.000432","46"
"136","0.438892","192.168.12.62","14.215.178.87","TCP","66","45300","443","0.000365","64"
"137","0.445418","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.006526","64"
"138","0.445741","192.168.12.62","14.215.178.87","TLSv1.2","180","45300","443","0.000323","64"
"139","0.447055","192.168.12.62","14.215.178.87","TLSv1.2","422","45300","443","0.001314","64"
"140","0.450484","14.215.178.100","192.168.12.62","TLSv1.2","312","443","43412","0.003429","46"
"141","0.451996","192.168.12.62","14.215.178.100","TCP","54","43412","443","0.001512","64"
"142","0.452274","14.215.178.87","192.168.12.62","TCP","54","443","45300","0.000278","46"
"143","0.452409","14.215.178.87","192.168.12.62","TLSv1.2","173","443","45300","0.000135","46"
"144","0.452452","14.215.178.87","192.168.12.62","TLSv1.2","99","443","45300","0.000043","46"
"145","0.452480","14.215.178.87","192.168.12.62","TCP","60","443","45300","0.000028","46"
"146","0.452985","14.215.178.87","192.168.12.62","TCP","54","443","45300","0.000505","46"
"147","0.453592","14.215.178.87","192.168.12.62","TLSv1.2","88","443","45300","0.000607","46"
"148","0.453706","14.215.178.87","192.168.12.62","TCP","425","443","45300","0.000114","46"
"149","0.454053","192.168.12.62","14.215.178.87","TCP","66","45300","443","0.000347","64"
"150","0.457613","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.003560","64"
"151","0.458849","192.168.12.62","14.215.178.87","TCP","66","45300","443","0.001236","64"
"152","0.459374","192.168.12.62","14.215.178.87","TCP","54","45300","443","0.000525","64"
"153","0.465010","110.242.69.63","192.168.12.62","TCP","74","443","44362","0.005636","48"
"154","0.481231","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.016221","64"
"155","0.482946","192.168.12.62","110.242.69.63","TLSv1","243","44362","443","0.001715","64"
"156","0.523348","110.242.69.63","192.168.12.62","TCP","54","443","44362","0.040402","37"
"157","0.523657","110.242.69.63","192.168.12.62","TLSv1.2","122","443","44362","0.000309","37"
"158","0.524298","110.242.69.63","192.168.12.62","TCP","1454","443","44362","0.000641","37"
"159","0.524437","110.242.69.63","192.168.12.62","TCP","1454","443","44362","0.000139","37"
"160","0.524446","110.242.69.63","192.168.12.62","TLSv1.2","912","443","44362","0.000009","37"
"161","0.525122","110.242.69.63","192.168.12.62","TLSv1.2","63","443","44362","0.000676","37"
"162","0.525285","110.242.69.63","192.168.12.62","TCP","392","443","44362","0.000163","37"
"163","0.528093","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.002808","64"
"164","0.528868","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.000775","64"
"165","0.529800","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.000932","64"
"166","0.530231","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.000431","64"
"167","0.530347","192.168.12.62","110.242.69.63","TCP","66","44362","443","0.000116","64"
"168","0.530799","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.000452","64"
"169","0.533629","192.168.12.62","110.242.69.63","TLSv1.2","180","44362","443","0.002830","64"
"170","0.534990","110.242.69.63","192.168.12.62","TLSv1.2","63","443","44362","0.001361","37"
"171","0.537384","192.168.12.62","110.242.69.63","TCP","66","44362","443","0.002394","64"
"172","0.547339","192.168.12.62","110.242.69.63","TLSv1.2","700","44362","443","0.009955","64"
"173","0.573558","110.242.69.63","192.168.12.62","TCP","54","443","44362","0.026219","37"
"174","0.573815","110.242.69.63","192.168.12.62","TLSv1.2","99","443","44362","0.000257","37"
"175","0.573856","110.242.69.63","192.168.12.62","TCP","60","443","44362","0.000041","37"
"176","0.573878","110.242.69.63","192.168.12.62","TCP","173","443","44362","0.000022","37"
"177","0.580771","192.168.12.62","110.242.69.63","TCP","66","44362","443","0.006893","64"
"178","0.583539","192.168.12.62","110.242.69.63","TCP","66","44362","443","0.002768","64"
"179","0.584088","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.000549","64"
"180","0.587258","110.242.69.63","192.168.12.62","TCP","54","443","44362","0.003170","37"
"181","0.594763","110.242.69.63","192.168.12.62","TLSv1.2","290","443","44362","0.007505","37"
"182","0.597696","192.168.12.62","110.242.69.63","TCP","54","44362","443","0.002933","64"
"183","0.620735","110.242.69.63","192.168.12.62","TCP","179","443","44362","0.023039","37"
"184","0.622316","192.168.12.62","110.242.69.63","TCP","66","44362","443","0.001581","64"
"185","1.439529","192.168.12.62","192.168.12.1","DNS","74","45851","53","0.817213","64"
"186","1.441672","192.168.12.1","192.168.12.62","DNS","134","53","45851","0.002143","64"
"187","1.447853","192.168.12.62","110.242.68.195","TCP","74","48254","443","0.006181","64"
"188","1.490715","110.242.68.195","192.168.12.62","TCP","74","443","48254","0.042862","48"
"189","1.501294","192.168.12.53","14.215.35.235","TLSv1.2","111","60075","443","0.010579","255"
"190","1.501715","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000421","64"
"191","1.504427","192.168.12.62","110.242.68.195","TLSv1","234","48254","443","0.002712","64"
"192","1.508539","14.215.35.235","192.168.12.53","TLSv1.2","111","443","60075","0.004112","43"
"193","1.547286","110.242.68.195","192.168.12.62","TCP","54","443","48254","0.038747","41"
"194","1.547371","110.242.68.195","192.168.12.62","TLSv1.2","122","443","48254","0.000085","41"
"195","1.547659","110.242.68.195","192.168.12.62","TCP","1454","443","48254","0.000288","41"
"196","1.547753","110.242.68.195","192.168.12.62","TCP","1454","443","48254","0.000094","41"
"197","1.547819","110.242.68.195","192.168.12.62","TLSv1.2","912","443","48254","0.000066","41"
"198","1.549782","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.001963","64"
"199","1.550343","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000561","64"
"200","1.550506","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000163","64"
"201","1.550917","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000411","64"
"202","1.551544","110.242.68.195","192.168.12.62","TLSv1.2","392","443","48254","0.000627","41"
"203","1.551624","110.242.68.195","192.168.12.62","TLSv1.2","63","443","48254","0.000080","41"
"204","1.553399","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.001775","64"
"205","1.553985","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000586","64"
"206","1.560532","110.242.68.195","192.168.12.62","TLSv1.2","63","443","48254","0.006547","41"
"207","1.563017","192.168.12.62","110.242.68.195","TCP","66","48254","443","0.002485","64"
"208","1.576691","192.168.12.62","110.242.68.195","TLSv1.2","180","48254","443","0.013674","64"
"209","1.577521","192.168.12.62","110.242.68.195","TCP","1454","48254","443","0.000830","64"
"210","1.601133","192.168.12.62","114.114.114.114","DNS","79","54888","53","0.023612","64"
"211","1.602199","114.114.114.114","192.168.12.62","DNS","128","53","54888","0.001066","52"
"212","1.606823","192.168.12.62","163.177.151.75","TCP","74","47261","443","0.004624","64"
"213","1.611313","192.168.12.62","123.125.103.173","TLSv1.2","734","44387","443","0.004490","64"
"214","1.614377","163.177.151.75","192.168.12.62","TCP","74","443","47261","0.003064","50"
"215","1.616396","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.002019","64"
"216","1.619349","110.242.68.195","192.168.12.62","TCP","54","443","48254","0.002953","41"
"217","1.619471","110.242.68.195","192.168.12.62","TLSv1.2","173","443","48254","0.000122","41"
"218","1.619534","110.242.68.195","192.168.12.62","TLSv1.2","99","443","48254","0.000063","41"
"219","1.619607","110.242.68.195","192.168.12.62","TCP","60","443","48254","0.000073","41"
"220","1.620506","110.242.68.195","192.168.12.62","TCP","54","443","48254","0.000899","41"
"221","1.621805","192.168.12.62","163.177.151.75","TLSv1","238","47261","443","0.001299","64"
"222","1.622636","192.168.12.62","110.242.68.195","TLSv1.2","179","48254","443","0.000831","64"
"223","1.622829","192.168.12.62","110.242.68.195","TCP","66","48254","443","0.000193","64"
"224","1.623059","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.000230","64"
"225","1.629734","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.006675","47"
"226","1.629834","163.177.151.75","192.168.12.62","TLSv1.2","116","443","47261","0.000100","47"
"227","1.630357","163.177.151.75","192.168.12.62","TCP","1454","443","47261","0.000523","47"
"228","1.630468","163.177.151.75","192.168.12.62","TCP","1454","443","47261","0.000111","47"
"229","1.630531","163.177.151.75","192.168.12.62","TLSv1.2","912","443","47261","0.000063","47"
"230","1.632094","163.177.151.75","192.168.12.62","TLSv1.2","392","443","47261","0.001563","47"
"231","1.632191","163.177.151.75","192.168.12.62","TLSv1.2","63","443","47261","0.000097","47"
"232","1.638906","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.006715","64"
"233","1.639518","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000612","64"
"234","1.639928","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000410","64"
"235","1.640011","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000083","64"
"236","1.640088","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000077","64"
"237","1.640163","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000075","64"
"238","1.641196","163.177.151.75","192.168.12.62","TLSv1.2","63","443","47261","0.001033","47"
"239","1.642700","192.168.12.62","163.177.151.75","TCP","66","47261","443","0.001504","64"
"240","1.655924","192.168.12.62","163.177.151.75","TLSv1.2","180","47261","443","0.013224","64"
"241","1.663868","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.007944","47"
"242","1.663967","163.177.151.75","192.168.12.62","TLSv1.2","173","443","47261","0.000099","47"
"243","1.664143","163.177.151.75","192.168.12.62","TLSv1.2","60","443","47261","0.000176","47"
"244","1.664241","163.177.151.75","192.168.12.62","TLSv1.2","99","443","47261","0.000098","47"
"245","1.664840","110.242.68.195","192.168.12.62","TLSv1.2","99","443","48254","0.000599","41"
"246","1.665297","110.242.68.195","192.168.12.62","TCP","54","443","48254","0.000457","41"
"247","1.667733","192.168.12.62","163.177.151.75","TLSv1.2","630","47261","443","0.002436","64"
"248","1.668209","192.168.12.62","110.242.68.195","TCP","66","48254","443","0.000476","64"
"249","1.668400","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000191","64"
"250","1.674361","110.242.68.195","192.168.12.62","TLSv1.2","201","443","48254","0.005961","41"
"251","1.675565","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.001204","47"
"252","1.675666","163.177.151.75","192.168.12.62","TLSv1.2","129","443","47261","0.000101","47"
"253","1.675718","163.177.151.75","192.168.12.62","TLSv1.2","92","443","47261","0.000052","47"
"254","1.677904","192.168.12.62","110.242.68.195","TCP","54","48254","443","0.002186","64"
"255","1.678778","192.168.12.62","112.80.255.221","TLSv1.2","85","39360","443","0.000874","64"
"256","1.678971","192.168.12.62","112.80.255.221","TCP","54","39360","443","0.000193","64"
"257","1.680333","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.001362","64"
"258","1.680889","192.168.12.62","163.177.151.75","TLSv1.2","92","47261","443","0.000556","64"
"259","1.686364","123.125.103.173","192.168.12.62","TLSv1.2","327","443","44387","0.005475","41"
"260","1.687895","192.168.12.62","123.125.103.173","TCP","54","44387","443","0.001531","64"
"261","1.688371","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.000476","47"
"262","1.704538","192.168.12.53","14.215.35.235","TCP","54","60075","443","0.016167","255"
"263","1.712111","112.80.255.221","192.168.12.62","TCP","54","443","39360","0.007573","46"
"264","1.712209","112.80.255.221","192.168.12.62","TCP","54","443","39360","0.000098","46"
"265","1.716764","112.80.255.221","192.168.12.62","TLSv1.2","85","443","39360","0.004555","46"
"266","1.716841","112.80.255.221","192.168.12.62","TCP","54","443","39360","0.000077","46"
"267","1.719062","192.168.12.62","112.80.255.221","TCP","54","39360","443","0.002221","64"
"268","1.719661","192.168.12.62","112.80.255.221","TCP","54","39360","443","0.000599","64"
"269","1.838857","163.177.151.75","192.168.12.62","TLSv1.2","123","443","47261","0.119196","47"
"270","1.838953","163.177.151.75","192.168.12.62","TCP","227","443","47261","0.000096","47"
"271","1.838984","163.177.151.75","192.168.12.62","TLSv1.2","355","443","47261","0.000031","47"
"272","1.842995","192.168.12.62","163.177.151.75","TCP","66","47261","443","0.004011","64"
"273","1.843560","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000565","64"
"274","1.843704","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000144","64"
"275","1.867538","192.168.12.62","163.177.151.75","TLSv1.2","154","47261","443","0.023834","64"
"276","1.875151","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.007613","47"
"277","1.879895","192.168.12.62","163.177.151.75","TLSv1.2","1151","47261","443","0.004744","64"
"278","1.882968","163.177.151.75","192.168.12.62","TLSv1.2","331","443","47261","0.003073","47"
"279","1.883035","163.177.151.75","192.168.12.62","TLSv1.2","97","443","47261","0.000067","47"
"280","1.883106","163.177.151.75","192.168.12.62","TLSv1.2","92","443","47261","0.000071","47"
"281","1.885002","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.001896","64"
"282","1.887710","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.002708","47"
"283","1.890296","163.177.151.75","192.168.12.62","TLSv1.2","96","443","47261","0.002586","47"
"284","1.890466","163.177.151.75","192.168.12.62","TLSv1.2","96","443","47261","0.000170","47"
"285","1.893210","192.168.12.62","163.177.151.75","TLSv1.2","956","47261","443","0.002744","64"
"286","1.893712","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000502","64"
"287","1.894259","192.168.12.62","163.177.151.75","TCP","74","47263","443","0.000547","64"
"288","1.899215","163.177.151.75","192.168.12.62","TLSv1.2","321","443","47261","0.004956","47"
"289","1.900843","163.177.151.75","192.168.12.62","TCP","54","443","47261","0.001628","47"
"290","1.901179","163.177.151.75","192.168.12.62","TLSv1.2","321","443","47261","0.000336","47"
"291","1.901892","163.177.151.75","192.168.12.62","TCP","74","443","47263","0.000713","50"
"292","1.903574","163.177.151.75","192.168.12.62","TLSv1.2","96","443","47261","0.001682","47"
"293","1.903712","163.177.151.75","192.168.12.62","TLSv1.2","96","443","47261","0.000138","47"
"294","1.904968","192.168.12.62","14.215.178.100","TLSv1.2","716","43380","443","0.001256","64"
"295","1.910078","192.168.12.62","14.215.178.100","TLSv1.2","853","43380","443","0.005110","64"
"296","1.910571","192.168.12.62","163.177.151.75","TCP","54","47263","443","0.000493","64"
"297","1.910732","157.255.77.168","192.168.12.244","TLSv1.2","923","443","62524","0.000161","42"
"298","1.910791","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000059","64"
"299","1.910962","157.255.77.168","192.168.12.244","TLSv1.2","795","443","62524","0.000171","42"
"300","1.910995","14.215.178.100","192.168.12.62","TCP","54","443","43380","0.000033","46"
"301","1.913635","163.177.151.75","192.168.12.62","TLSv1.2","321","443","47261","0.002640","47"
"302","1.914043","163.177.151.75","192.168.12.62","TLSv1.2","321","443","47261","0.000408","47"
"303","1.914245","192.168.12.62","163.177.151.75","TLSv1","238","47263","443","0.000202","64"
"304","1.914641","163.177.151.75","192.168.12.62","TLSv1.2","97","443","47261","0.000396","47"
"305","1.914801","163.177.151.75","192.168.12.62","TLSv1.2","92","443","47261","0.000160","47"
"306","1.915902","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.001101","64"
"307","1.916454","192.168.12.62","163.177.151.75","TCP","54","47261","443","0.000552","64"
"308","1.916677","14.215.178.100","192.168.12.62","TCP","54","443","43380","0.000223","46"
"309","1.920270","14.215.178.100","192.168.12.62","TLSv1.2","113","443","43380","0.003593","46"
"310","1.920319","14.215.178.100","192.168.12.62","TCP","248","443","43380","0.000049","46"
"311","1.920347","14.215.178.100","192.168.12.62","TLSv1.2","88","443","43380","0.000028","46"
"312","1.921416","192.168.12.62","180.76.150.10","TCP","74","38529","8081","0.001069","64"
